project_id_number,title,funding_start_year,funding_end_year,institution_id,institution_name,duration,subject,person_ids
5366177,Konformationsänderungen in intramolekularen Domänen von G-Proteingekoppelten Rezeptoren (A10),2004,2012,10351,Universität Leipzig,9,,1426360
5366189,Beeinflussung der Interaktion und intrazellulären Verteilung von Glutaminsynthetase und Palmdelphin in Hepatocyten durch Matrix Metalloproteinasen (B03),2002,2009,10351,Universität Leipzig,8,,1066480
5366193,in vitro-Selektion Protin-Zustands-spezifischer Aptamere (B 4),2002,2003,10351,Universität Leipzig,2,,1087189
5366205,Konstruktion bifunktioneller therapeutischer Proteine auf Basis polyionischer Wechselwirkungen (B05),2002,2012,10351,Universität Leipzig,11,,1435053
5366209,"Mechanismen der Neutralisation unbehüllter Viren, untersucht am Beispiel des Virus der infektiösen Bursitis (IBDV) (B 06)",2002,2005,10351,Universität Leipzig,4,,1194102
5366225,Molekülmodellierung (Z03),2002,2012,10351,Universität Leipzig,11,,"112804731,1711137"
5366237,Zentrale Aufgaben des Sonderforschungsbereichs (Z04),2002,2012,10351,Universität Leipzig,11,,1000187
5436192,Raum und Mobilität in Mesopotamien zur Zeit des neuassyrischen und neubabylonischen Reiches (B04),2004,2012,10351,Universität Leipzig,9,,1631624
5436214,"(Ehemalige) Nomaden und pastorale Landnutzung im Wandel von Macht- und Marktbeziehungen: Ost-Buchara/Süd-Tadschikistan, 1868-2008 (D05)",2004,2012,10351,Universität Leipzig,9,,"1211571,1254052"
5436218,Nomaden und Sesshafte - Nordmesopotamien während der Arsakiden- und Sasanidenzeit (D07),2004,2009,10351,Universität Leipzig,6,,1572859
5436222,"Marktinstitutionen im Verhältnis von Nomaden und Sesshaften in Südkordofan/Nuba Mountains, Sudan (D09)",2004,2012,10351,Universität Leipzig,9,,1697493
5449073,Spätzle-Spleißvarianten in den Signalwegen von Drosophila (A12),2005,2008,10351,Universität Leipzig,4,,1673646
5449084,"Funktion von p0071 bei Aufbau bzw. Aufrechterhaltung von Zellpolarität: Koordination von Cytoskelettorganisation, Vesikeltransport und -fusion (C01)",2005,2008,10351,Universität Leipzig,4,,1089570
5449090,Multimere Enzymkomplexe und die Kontrolle von Chromatinzuständen (C03),2005,2008,10351,Universität Leipzig,4,,1231201
5449096,Die asymmetrische Dimethylierung von Arginin-Seitenketten im nukleären Poly(A)-Bindungsprotein (PABPN1) (C04),2005,2008,10351,Universität Leipzig,4,,1315135
5449163,Funktionsanalysen von Proteinzuständen in Echtzeit mittels Zell- und Gewebebasierter Biosensoren (Z05),2005,2008,10351,Universität Leipzig,4,,452611
5476458,SFB 294: Moleküle in Wechselwirkung mit Grenzflächen,1994,2002,10351,Universität Leipzig,9,,1188568
5481553,SFB 417: Regionenbezogene Identifikationsprozesse. Das Beispiel Sachsen,1999,2002,10351,Universität Leipzig,4,,1464670
5484782,SFB 586: Differenz und Integration - Wechselwirkungen zwischen nomadischen und sesshaften Lebensformen in Zivilisationen der Alten Welt,2001,2012,10351,Universität Leipzig,12,Alte Kulturen,1401418
5484963,SFB 598: Herzversagen im Alter: Zelluläre Mechanismen und therapeutische Einflussnahme,2002,2005,10351,Universität Leipzig,4,,1116646
5485142,SFB 610: Protein-Zustände mit zellbiologischer und medizinischer Relevanz,2002,2012,10351,Universität Leipzig,11,Grundlagen der Biologie und Medizin,1000187
39011260,GSC 185: Leipziger Schule der Naturwissenschaften - Bauen mit Molekülen und Nanoobjekten (BuildMoNa),2007,2014,10351,Universität Leipzig,8,Grundlagen der Biologie und Medizin,"987537,1118982,1415169,1090066,1377251,452611,1047463,1078414,1606443,1498133,1354160,1661477,1097125,1368017,1000187,35388638,1692065,1741499,21052325,1680021,1349537,1226587,1722752"
45647023,Analysis of the structure and aggregation properties of natural and disease-related variants of the Alzheimer's Aß peptide (N01),2007,2012,10351,Universität Leipzig,6,,1773220
48369964,3D-Röntgentomograph,2007,2007,10351,Universität Leipzig,1,,999090
52752756,Vernetzte Arbeitsplatzrechner,2007,2007,10351,Universität Leipzig,1,,1447833
68790081,Durchflusszytometer mit Sortiervorrichtung,2008,2008,10351,Universität Leipzig,1,,1329550
74646592,SQUID-Magnetometer,2008,2011,10351,Universität Leipzig,4,,1354160
75056372,MALDI-TOF Massenspektrometer,2008,2008,10351,Universität Leipzig,1,,1354894
80319647,"Germanen als temporäre Nomaden im Römischen Reich (4.-6. Jahrhundert nach Christus). Herrschafts- und Gefolgschaftsformen, soziale Strukturen, kultureller Austausch (A08)",2008,2012,10351,Universität Leipzig,5,,"1563988,1182084"
80320488,Raum und Mobilität in Syro-Palästina zur Zeit des neuassyrischen und neubabylonischen Reiches (B07),2008,2012,10351,Universität Leipzig,5,,80320500
80340872,"Nomadische Herrschaft im sesshaften Kontext: Staaten, Städte, Hinterland in Iran vom Beginn der türkischen Herrschaft bis zu den Mongolen und Timuriden (11.-15. Jh.). (B08)",2008,2012,10351,Universität Leipzig,5,,1211571
80627120,NMR Spektrometer mit variablem Magnetfeld und kalter Bohrung,2008,2008,10351,Universität Leipzig,1,,1090066
80708779,Impuls-EPR-Spektrometer,2008,2008,10351,Universität Leipzig,1,,1090066
80749790,Antikes Nomadenbild - Antike Nomadenbilder (E07),2008,2012,10351,Universität Leipzig,5,,"1270866,1841501"
80750319,"Neue Technologien in der Tundra: High-Tech-Geräte, Raumwahrnehmung und Raumorientierung der nomadischen und sesshaften Bevölkerung in der russischen Arktis (E08)",2008,2012,10351,Universität Leipzig,5,,1254052
80791524,Machttechnologische Raumproduktionen: Territorialität und Indigenität der Sami (E09),2008,2012,10351,Universität Leipzig,5,,1785492
80852047,Ausstellung (Ö),2008,2012,10351,Universität Leipzig,5,,1641052
82142759,GRK 1553: Religiöser Nonkonformismus und kulturelle Dynamik,2009,2014,10351,Universität Leipzig,6,,"1136324,1407246,1629498,1880989,80320500,1121472,1873705,123165809,1423799,1132810"
87303600,Anlage zur Photolithographie mit Belackungsanlage,2008,2008,10351,Universität Leipzig,1,,1349537
106290395,Raster-Sonden-Mikroskop (AFM),2008,2008,10351,Universität Leipzig,1,,1078414
107089632,Autoradiographie- und Fluoreszenzimager,2008,2008,10351,Universität Leipzig,1,,1349001
112762172,Der Mechanismus der Prolylisomerase SlyD (A13*),2009,2012,10351,Universität Leipzig,4,,1606836
112762278,Bestimmung der Struktur und Dynamik von rezeptorgebundenem Neuropeptid Y mittels Festkörper-NMR-Spektroskopie (A14*),2009,2012,10351,Universität Leipzig,4,,1498133
112762762,Struktur allosterischer Konformationszustände eukaryotischer 6-Phosphofructokinasen (B08*),2009,2012,10351,Universität Leipzig,4,,"1426360,1366137"
112802907,Funktionelle Domänen und Regulation der onkofötalen IMP-Proteine (C05*),2009,2012,10351,Universität Leipzig,4,,22483058
112805440,Integriertes Graduiertenkolleg (MGK),2009,2012,10351,Universität Leipzig,4,,"1426360,1673646"
112807344,Bioelektronische Hochdurchsatztestung von Wirkstoffkandidaten in Zellkultur und 3D- (in vitro) Gewebemodellen für chronische Neuropathien (T01),2009,2012,10351,Universität Leipzig,4,,452611
125275740,Dreidimensionale aEZM-Polymer-Hybridmatrizes zur Charakterisierung artifizieller EZM-Bestandteile (A01),2009,,10351,Universität Leipzig,3,,"1631288,1869209"
125296275,Synthese und Charakterisierung von EZM-spezifischer Polysaccharide (A02),2009,2017,10351,Universität Leipzig,9,,"26743446,1449615"
125296362,Entwicklung und Charakterisierung artifizieller extrazellulärer Matrizes auf der Basis von Kollagen und Glykosaminoglykan-Derivaten (A03),2009,,10351,Universität Leipzig,3,,"6647,1248968,238487359"
125319361,Chemische Modifizierung von Proteinen zur Charakterisierung von Matrix-Protein-Interaktionen (A04),2009,,10351,Universität Leipzig,3,,1000187
125319616,Untersuchung der Wechselwirkung von Mediatoren mit Matrixkomponenten und Analytik der extrazellulären Matrix mittels NMR-Verfahren (A06),2009,,10351,Universität Leipzig,3,,1498133
125319689,Modellierung und Simulation von Glykosaminoglykan/Protein-Wechselwirkungen (A07),2009,,10351,Universität Leipzig,3,,1834842
125319883,Einfluss artifizieller und nativer extrazellulärer Matrizes auf die Adhäsion und Differenzierung von mesenchymalen Stammzellen und Osteoblasten (B01),2009,,10351,Universität Leipzig,3,,1438728
125378381,Einsatz sulfatierter Glykosaminoglykane zur Verbesserung der Knochenregeneration durch Interaktionen mit Inhibitoren des Wnt-Signalweges (B02),2009,,10351,Universität Leipzig,3,,"224617479,1428963"
125378466,In vivo- und in vitro-Untersuchungen zur Wirkung artifizieller Matrizes auf Implantatoberflächen im Röhrenknochen (B05),2009,,10351,Universität Leipzig,3,,"1718670,1342095,1411332"
125398048,Dreidimensionale Analyse der in vivo-Reaktionen auf artifizielle extrazelluläre Matrizes (B08+),2009,2013,10351,Universität Leipzig,5,,"1248968,1455590"
125398098,Zentrale Aufgaben des Sonderforschungsbereichs (Z01),2009,,10351,Universität Leipzig,3,,1248968
125398119,Integriertes Graduiertenkolleg „Matrixengineering“ (Z02/MGK),2009,,10351,Universität Leipzig,3,,"1000187,1248968"
125398148,Synthese und Bereitstellung oligomerer und polymerer Glykosaminoglykan-Derivate sowie artifizieller extrazellulärer Matrizes (Z03),2009,,10351,Universität Leipzig,3,,"1069329,26743446,1248968,1449615"
125398193,Proteomik Plattform zur Analyse von Matrix-induzierten Effekten in in vivo- und in vitro-Modellen (Z04),2009,,10351,Universität Leipzig,3,,"1213760,239957869"
138813507,Rechnercluster mit Zubehör,2009,2009,10351,Universität Leipzig,1,,452611
142501195,Zeitauflösendes Rasterfluoreszenzmikroskop,2009,2009,10351,Universität Leipzig,1,,1469921
142890189,Magnetresonanztomograph für Pferde,2010,2010,10351,Universität Leipzig,1,,69567997
151656089,Isotopen-Massenspektrometer,2009,2009,10351,Universität Leipzig,1,,1017340
151677379,Photoelektronenspektrometer,2009,2009,10351,Universität Leipzig,1,,1444990
160843295,Arabisch-europäische Nomadenbilder und die Wahhäbiyya (1802-1818) (A09*),2010,2012,10351,Universität Leipzig,3,,1401405
167890287,Spektralellipsometer,2010,2010,10351,Universität Leipzig,1,,1078414
170561275,Abbildendes Gitterspektrometer,2010,2010,10351,Universität Leipzig,1,,1408376
173975957,"Modulation der Geweberegeneration durch das Glykosaminoglykan-bindende, antiinflammatorische Zytokin Interleukin-10 (B09)",2010,2013,10351,Universität Leipzig,4,,1606218
181799901,Optische Pinzette mit Doppelfalle sowie Teilchennachverfolgung,2010,2010,10351,Universität Leipzig,1,,"1377251,12877686"
184593556,Hochauflösende Lichtmikroskopie-Plattform mit Laserdissektionseinheit,2010,2010,10351,Universität Leipzig,1,,1179359
184885763,Konfokales Ramanmikroskop,2010,2010,10351,Universität Leipzig,1,,1469921
187459805,600 MHz Festkörper NMR-Spektrometer,2010,2010,10351,Universität Leipzig,1,,1498133
192183665,Röntgendiffraktometer mit XRF-Zusatz,2011,2011,10351,Universität Leipzig,1,,1136891
192191202,Hochleistungs-fs-Lasersystem für die Erzeugung von XUV-Strahlung,2011,2011,10351,Universität Leipzig,1,,987537
202548816,FZT 118: German Centre for Integrative Biodiversity Research - iDiv,2012,,10351,Universität Leipzig,3,Pflanzenwissenschaften,1761189
205820794,Zellsorter,2011,2011,10351,Universität Leipzig,1,,988363
210655664,Durchflusszytometer,2011,2011,10351,Universität Leipzig,1,,988363
224167271,Zentrales Koordinierungsprojekt,2012,,10351,Universität Leipzig,3,,"1761189,1684312,1430115"
224959574,Theory in Biodiversity Sciences,2012,2016,10351,Universität Leipzig,5,,1761189
224964169,Molecular Interaction Ecology,2012,2016,10351,Universität Leipzig,5,,1684312
224965302,"Evolution and Adaptation, and Physiological Diversity",2012,2016,10351,Universität Leipzig,5,,"1190450,1254342,1329550"
224969778,Biodiversity Conservation - safeguarding ecosystem functions and services,2012,2016,10351,Universität Leipzig,5,,"1698907,1430115"
224970730,Biodiversity Synthesis,2012,2016,10351,Universität Leipzig,5,,"1761189,38519132"
228000676,Die Funktion von Y-Rezeptoren bei der Regulation der Nahrungsaufnahme (A03),2013,,10351,Universität Leipzig,3,,"1000187,138385094,32970840"
228002412,Innervation von Fettgewebe: Identifikation von Einflussfaktoren und deren Funktionen (A04),2013,2016,10351,Universität Leipzig,4,,"1652352,1380368"
228022302,Neurokognitive Modelle der Verhaltenssteuerung bei Adipositas (A05),2013,,10351,Universität Leipzig,3,,"1842423,228173894"
228064216,Autophagie als Regulator der Entzündung und Dysfunktion von Fettgewebe: Rolle von E2F1 (B02),2013,,10351,Universität Leipzig,3,,228066340
228067693,"Identifizierung und funktionelle Charakterisierung eines neuen Adipositas-Kandidatengens, das zu monogener, spontaner Adipositas führt (Obis) (B04)",2013,,10351,Universität Leipzig,3,,138385094
228177064,Die funktionelle Bedeutung von Adhäsions GPCRs im Fettgewebe (B06),2013,,10351,Universität Leipzig,3,,"1426360,1498133,239672700,1449615"
228198161,Molekulare Mechanismen der Wirkung von Adipokinen (Z05 [C02]),2013,,10351,Universität Leipzig,3,,1000187
228200415,Strukturelle Untersuchungen von Adipokinen und anderer Proteine mit Bezug zu Adipositas (C04),2013,,10351,Universität Leipzig,3,,1366137
228245777,Frühe Fehlfunktion des Fettgewebes bei Kindern spielt eine Rolle in der Adipositasentstehung (C05),2013,,10351,Universität Leipzig,3,,33422403
228262300,Integriertes Graduiertenkolleg (Z01/MGK),2013,,10351,Universität Leipzig,3,,1426360
228350398,Nomaden ohne Weide? Brennpunkte nachhaltiger Entwicklung: Politische Ökologie und Menschliche Sicherheit (Tp A04) (E01_Linke),2012,2013,10351,Universität Leipzig,2,,"1401418,80299663"
228688053,Nomaden ohne Weide? Brennpunkte nachhaltiger Entwicklung: Politische Ökologie und Menschliche Sicherheit (Tp A04) (E02_Calkins-S.),2012,2013,10351,Universität Leipzig,2,,"1401418,80299663"
228986550,"Marktinstitutionen im Verhältnis von Nomaden und Sesshaften in Südkordofan/Nuba Mountains, Sudan (Tp D09) (E04_Hahnekamp)",2012,2012,10351,Universität Leipzig,1,,1697493
232055202,Magnetron-Sputteranlage,2013,2013,10351,Universität Leipzig,1,,1078414
232132966,Elementaranalysator inkl. Isotopenmassenspektrometer,2012,2012,10351,Universität Leipzig,1,,1761189
234081399,Screening-Roboter,2013,2013,10351,Universität Leipzig,1,,173155679
234652886,500 MHz Festkörper-NMR Austauschkonsole,2013,2013,10351,Universität Leipzig,1,,1090066
234726205,Röntgendiffraktometer für Dünnschichtanalytik und Epitaxie,2013,2013,10351,Universität Leipzig,1,,1078414
239904213,Chemoenzymatische Synthese von definiert sulfatierten Oligohyaluronanen für Bindungsstudien und den Aufbau artifizieller extrazellulärer Matrizes (A08),2013,,10351,Universität Leipzig,3,,"1654356,1449615"
239936608,In situ Charakterisierung der mediatorkontrollierten Immunzell-Wechselwirkung in GAG-modifizierten aEZM (B10),2013,,10351,Universität Leipzig,3,,1692065
242675213,GRK 2011: Interaktion grammatischer Bausteine (IGRA),2014,,10351,Universität Leipzig,3,,"1575318,1213828,195610958,244560303,1423322,252272960,1741893,1601704,1348010"
249175726,MALDI-/ESI-IMS-QqTOF-Massenspektrometer,2013,2013,10351,Universität Leipzig,1,,1659153
250021348,400 MHz FT-NMR-Spektrometer,2013,2013,10351,Universität Leipzig,1,,1432756
250084214,Rolle von Vaspin und KLK7 in der Thermogenese und Inflammation des Fettgewebes (C07),2014,,10351,Universität Leipzig,3,,250084562
252059248,Konfokales Laser Scanning Mikroskop,2013,2013,10351,Universität Leipzig,1,,1692065
266371360,SFB 1199: Verräumlichungsprozesse unter Globalisierungsbedingungen,2016,,10351,Universität Leipzig,3,,1628864
267494027,Laser-Scanning-Mikroskop mit Spinning-Disk-Einheit und automatisierter Zellkultur,2014,2014,10351,Universität Leipzig,1,,1349537
268020496,TRR 172: Arktische Verstärkung: Klimarelevante Atmosphären- und Oberflächenprozesse und Rückkopplungsmechanismen (AC)3,2016,,10351,Universität Leipzig,3,,1408376
278894013,ECR Ionenquelle,2015,2015,10351,Universität Leipzig,1,,1518065
281539461,Inverser Gaschromatograph,2015,2015,10351,Universität Leipzig,1,,175003594
287236034,Transmissionselektronenmikroskop,2016,2016,10351,Universität Leipzig,1,,1606443
289631148,"Kulturunternehmer zwischen urbaner Massenkultur und transnationalen Verflechtungen, 1800-1930 (A01)",2016,,10351,Universität Leipzig,3,,1829827
289632362,Peripher global: Weltmarktführer auf dem Lande (A02),2016,,10351,Universität Leipzig,3,,218078591
289632894,Taiwanische Religionsgemeinschaften und ihre Internationalisierungsstrategien (guojihua) seit den 1980er Jahren (A03),2016,,10351,Universität Leipzig,3,,32132120
289633327,Maras als Produzenten translokaler Gewalträume in den Amerikas und Europa (A04),2016,,10351,Universität Leipzig,3,,1341159
289633583,Die raumstrukturierende Wirkung von Praktiken des Mikrobankings in Indien (A05),2016,,10351,Universität Leipzig,3,,1705041
289634105,Zwischen Reform des Empires und nationalstaatlicher Territorialisierung: Der transatlantische Revolutionszyklus 1770-1830 (B01),2016,,10351,Universität Leipzig,3,,1628864
289634922,Das 'Berliner Afrika' als Rahmen für afro-europäische Verflechtungsgeschichten und Raumordnungen (B02),2016,,10351,Universität Leipzig,3,,1121472
289635223,Ost-Süd-Beziehungen im globalen Kalten Krieg: Wirtschaftliche Aktivitäten und regionalwissenschaftliche Interessen ostmitteleuropäischer RGW-Länder in Afrika (B03),2016,,10351,Universität Leipzig,3,,"1796594,775558,1758754"
289635601,"Remittances und transnationale moral economy: El Salvador, Togo und Philippinen im Vergleich (B04)",2016,,10351,Universität Leipzig,3,,1341159
289635896,Grenzüberschreitende assemblages medizinischer Praktiken (B05),2016,,10351,Universität Leipzig,3,,1785492
289641261,"Arktische Aerosol-, Wolken- und Strahlungseigenschaften von bodengebundenen Beobachtungen und Modellen (A01)",2016,,10351,Universität Leipzig,3,,"1653098,270128715"
289641511,Fesselballongetragene Messungen des Energiebudgets in der wolkenbedeckten Zentralarktis (A02),2016,,10351,Universität Leipzig,3,,"1408376,116121512"
289641770,Einfluss von tiefen Wolken auf die arktische atmosphärische Grenzschichtturbulenz und -Strahlung (A03),2016,,10351,Universität Leipzig,3,,1408376
289641889,Änderungen der Reflektanz am Oberrand der Atmosphäre und Wolkeneigenschaften in der Arktis von 1995 bis heute unter Verwendung von Satellitendaten (B01),2016,,10351,Universität Leipzig,3,,"189570003,1021923"
289641948,Fernerkundung von Aerosoleigenschaften und Bodenreflektanz in der Arktis von Satellitenbeobachtungen (B02),2016,,10351,Universität Leipzig,3,,"189570003,1021923"
289642019,Charakterisierung von arktischen Mischphasenwolken durch flugzeuggetragene in-situ Messungen und Fernerkundung (B03),2016,,10351,Universität Leipzig,3,,"1653098,1589484,17485001"
289642077,Eigenschaften und Quellen der arktischen Eiskondensationspartikel und Wolkenkondensationskeimen aus schiffsgebundenen in-situ Messungen (B04),2016,,10351,Universität Leipzig,3,,"1633414,1434874"
289642218,Variabilität und Trends von Wasserdampf in der Arktis und damit verbundene Rückkopplungsprozesse. (B05),2016,,10351,Universität Leipzig,3,,"1589484,1099622"
289642329,"Breitenabhängige Variabilität von Wasserdampf, Aerosolen und optisch dünnen Wolken (B06)",2016,,10351,Universität Leipzig,3,,1666672
289664184,Einfluss von Bodenheterogenität auf den Strahlungsantrieb und Ableitung von Aerosol- und Wolkeneigenschaften in der Arktis (C01),2016,,10351,Universität Leipzig,3,,"1408376,1099622"
289664538,Wechselwirkungen von Schnee auf Meereis mit atmosphärischen Bestandteilen inklusive Ruß (C02),2016,,10351,Universität Leipzig,3,,17485001
289665181,Atmosphärische Zusammensetzung und Ozeanfarbe der Arktis abgeleitet von Satellitenmessungen (C03),2016,,10351,Universität Leipzig,3,,1021923
289665913,Großräumiger dynamischer Einfluss auf regionale arktische Klimaänderungen (D01),2016,,10351,Universität Leipzig,3,,"1447833,167681375"
289666511,Modellierung von Aerosolen und Aerosol-Wolken-Wechselwirkungen in der Arktis (D02),2016,,10351,Universität Leipzig,3,,"1783645,289669000,167681375"
289669081,Wechselwirkungen zwischen Atmosphäre und Meereis in der Arktis (D03),2016,,10351,Universität Leipzig,3,,22075011
289709210,Einschätzung arktischer Rückkopplungsprozesse in Klimamodellen (E01),2016,,10351,Universität Leipzig,3,,"270128715,167681375"
289711797,"Thermodynamische Struktur, Wolken, Aerosole, und Strahlungseffekte der Ny-Ålesund-Säule (E02)",2016,,10351,Universität Leipzig,3,,"1666672,97912162"
289720491,Prozessbasierte Einschätzungen von arktischen tiefen Wolken (E03),2016,,10351,Universität Leipzig,3,,"270128715,53326111,1815346"
289722541,Schneefall und Schneebedeckung und deren verbundene Rückkopplungsmechanismen (E04),2016,,10351,Universität Leipzig,3,,"1589484,22075011"
289724043,Goldbergbau und Neuregulierungen (sub)nationaler Räume in Afrika (B06),2016,,10351,Universität Leipzig,3,,1584796
289724401,"Zentrale Dienstleistungen, Verwaltung und Koordinierung (Z01)",2016,,10351,Universität Leipzig,3,,"1408376,1666672,1589484"
289724556,'Neue Regionalismen' und gewaltsame Konflikte in Afrika: Die Politik von AU und ECOWAS in Mali und Guinea-Bissau (B07),2016,,10351,Universität Leipzig,3,,1461266
289724900,Raumordnungen des Hungers: Nahrungsunsicherheit in Nordafrika (B08),2016,,10351,Universität Leipzig,3,,1401418
289725021,Datenverwaltung (INF),2016,,10351,Universität Leipzig,3,,1666672
289725099,'Unser Feld ist die Welt': Geographische Gesellschaften 1821-1914 im internationalen Vergleich (C01),2016,,10351,Universität Leipzig,3,,1756174
289782445,"Land-Imaginationen: Neupositionierungen von Landwirtschaft, Produktivität und Souveränität in Australien (C04)",2016,,10351,Universität Leipzig,3,,289782569
289789459,Karten zur Globalisierung: Herstellung und Visualisierung von Raumwissen (C05),2016,,10351,Universität Leipzig,3,,"289789763,1699232"
289790526,Integriertes Graduiertenkolleg (MGK),2016,,10351,Universität Leipzig,3,,"1461266,1341159"
289791342,Zentrale Aufgaben des Sonderforschungsbereichs und Forschungen zu 'Raumformate und Raumordnungen: Typologie und Historische Narrative' (Z),2016,,10351,Universität Leipzig,3,,1628864
310524160,Mikroskop zur Einzelmolekül-Fluoreszenzspektroskopie,2016,2016,10351,Universität Leipzig,1,,12877686
314517235,Komplexer leistungsphysiologischer Messplatz,2016,2016,10351,Universität Leipzig,1,,1814009
314672770,Hochfeld-Magnetkryostat,2016,2016,10351,Universität Leipzig,1,,1078414
320916788,Biodiversity Patterns,2016,,10351,Universität Leipzig,3,,"286006869,1684312,299988498"
320920476,Biodiversity Processes,2016,,10351,Universität Leipzig,3,,"1254342,118558279,289388582"
320921718,Biodiversity Functions,2016,,10351,Universität Leipzig,3,,"1761189,171224507,1430115,1810697"
320923327,Biodiversity and Society,2016,,10351,Universität Leipzig,3,,"1795533,164315731,200435029"
321886888,Einkristall-Röntgendiffraktometer,2016,2016,10351,Universität Leipzig,1,,1415169
323490432,Laser Scanning Mikroskop mit Life Cell Imaging und magnetischer Pinzette,2016,2016,10351,Universität Leipzig,1,,35286461
325204938,Supraleitender Wideboremagnet 11.7 Tesla,2016,2016,10351,Universität Leipzig,1,,1090066
338335938,Das Endocannabinoid-System im Nucleus arcuatus des Hypothalamus: Identifizierung neuer Mechanismen der Energiehomöostase-Regulation (A07*),2017,,10351,Universität Leipzig,3,,201546403
338336059,Reduktion der hypothalamischen Inflammation und Wiederherstellung der zentralen Leptinsensitivität als Mechanismus für dauerhaften Gewichtsverlust (A08*),2017,2018,10351,Universität Leipzig,2,,"169740719,338336078"
338560467,Adipositas-bedingte Mikroglia Aktivierung und Schädigung im Hirn von Mäusen und Menschen – Rolle des zerebralen Lipidstoffwechsels (A09*),2017,,10351,Universität Leipzig,3,,1652352
338868726,"Adipokine, Metabolite and epigenetische Signaturen der Fettgewebsverteilung im Rahmen einer randomisierten, kontrollierten Ernährungsintervention (B11* [B08])",2017,,10351,Universität Leipzig,3,,338868771
339093756,Rolle von Makrophagen bei der Adipozytendegradation – Ein „Live-Imaging“ Ansatz (B09* [A04]),2017,,10351,Universität Leipzig,3,,"1652352,339094056"
339114131,"Molekulare Ursachen für Lipomatose, die mit einer Hyperaktivierung des PTEN/PI3K/AKT/mTOR Signalwegs in Verbindung stehen (B10*)",2017,,10351,Universität Leipzig,3,,272915199
339646515,Proteom und Lipidom Analysen mittels Massenspektrometrie und Magnetresonanzuntersuchungen (Z03*),2017,,10351,Universität Leipzig,3,,1449615
339666481,Daten Analyse Plattform und integrative Analyse von Non-coding RNAs bei Adipositas (Z04*),2017,,10351,Universität Leipzig,3,,1756611
358304989,Röntgeneinkristalldiffraktometer,2017,2017,10351,Universität Leipzig,1,,1366137
374549203,IT-Ausstattung,2017,2017,10351,Universität Leipzig,1,,1777720
377207579,Servertechnik Institut für Informatik,2018,2018,10351,Universität Leipzig,1,,288112998
387653785,Die Rolle von Heparansulfat-Proteoglykanen bei der Knochenregeneration im Zebrafisch (B11*),2017,,10351,Universität Leipzig,3,,"1452031,232234747"
387658905,Sulfatierte Glykosaminoglykane als Beschichtung für Endoprothesen zur Verbesserung ihrer Osseointegration (T01*),2017,,10351,Universität Leipzig,3,,"1718670,26743446,1428963"
388946461,Troposphärensondierungssystem -Wolkenradar,2017,2017,10351,Universität Leipzig,1,,1408376
392072401,Röntgenpulverdiffraktometer,2017,2017,10351,Universität Leipzig,1,,1456916
393660637,Femtosekunden-Lasersystem,2017,2017,10351,Universität Leipzig,1,,1708654
396169757,Funktionelle Nahinfrarotspektroskopie mit Neuronavigation,2017,2017,10351,Universität Leipzig,1,,1863310
401050102,700 MHz-Festkörper-NMR-Konsole mit zwei Probenköpfen,2018,2018,10351,Universität Leipzig,1,,1498133
401404221,Konfokales High-Content Imaging System,2018,2018,10351,Universität Leipzig,1,,1000187
401668139,Abbildendes und räumlich hochauflösendes Full Range-Hyperspektralsystem,2018,2018,10351,Universität Leipzig,1,,39666173
269347,GRK 57: Molekulare Physiologie: Stoff- und Energieumwandlung,1997,2004,10319,Forschungszentrum Jülich GmbH,8,,5564
270535,GRK 186: Hochtemperatur-Plasmaphysik,1998,2003,10319,Forschungszentrum Jülich GmbH,6,,1387252
272853,GRK 549: Azentrische Kristalle,1999,2005,10319,Forschungszentrum Jülich GmbH,7,,1010922
820981,GRK 1203: Dynamik heißer Plasmen,2005,2015,10319,Forschungszentrum Jülich GmbH,11,,"1756692,35141871,823188,157011237,1627978,1757227,1761110,1627965"
5479026,SFB 370: Integrative Werkstoffmodellierung,1994,2005,10319,Forschungszentrum Jülich GmbH,12,,5541
5482623,"SFB 561: Thermisch hochbelastete, offenporige und gekühlte Mehrschichtsysteme für Kombikraftwerke",1998,2010,10319,Forschungszentrum Jülich GmbH,13,,5277
5483976,"SFB 459: Formgedächtnistechnik: Grundlagen, Konstruktion, Fertigung",2000,2011,10319,Forschungszentrum Jülich GmbH,12,Mechanik und Konstruktiver Maschinenbau,1416822
5485380,"SFB 591: Universelles Verhalten gleichgewichtsferner Plasmen: Heizung, Transport und Strukturbildung",2003,2007,10319,Forschungszentrum Jülich GmbH,5,,1254143
12901640,SFB 663: Molekulare Antwort nach elektronischer Anregung,2005,2010,10319,Forschungszentrum Jülich GmbH,6,Grundlagen der Biologie und Medizin,1177949
13820592,GRK 1328: Gehirn und Verhalten: Neurobiologische Grundlagen von Emotion und sozialer Kognition bei Schizophrenie und Autismus,2006,2015,10319,Forschungszentrum Jülich GmbH,10,,"61683601,1682329,1720495"
24613455,GSC 111: Aachener Graduiertenschule für computergestützte Natur- und Ingenieurwissenschaften,2006,,10319,Forschungszentrum Jülich GmbH,3,Mathematik,"52957987,84784209,1267022,1649103,1559519,206469338,1463295,1682329,1823506,1296462,81528687,1864547,1605501,1457346,216373578,471479,463854,32316182,12795120"
35592816,TRR 55: Hadronenphysik mit Gitter-QCD,2008,,10319,Forschungszentrum Jülich GmbH,3,,"1248454,1059567"
